id_point_d_accueil,ID_A1,ID_A2,ID_A4,ID_A6,ID_A7,ID_A8,ID_A9,ID_A10,ID_A11,ID_A12,ID_A13,ID_A14,ID_A15,ID_A16,ID_A17,ID_A18,ID_A19,ID_A20,ID_A21,ID_A22,ID_A23,ID_A24,ID_A25,ID_B25,ID_C25,ID_D25,ID_E25,ID_F25,ID_A26,ID_B26,ID_C26,ID_D26,ID_E26,ID_F26,ID_A27,ID_B27,ID_C27,ID_D27,ID_E27,ID_F27,ID_A28,ID_B28,ID_C28,ID_D28,ID_E28,ID_F28,ID_A29,ID_B29,ID_C29,ID_D29,ID_E29,ID_F29,ID_A30,ID_B30,ID_C30,ID_D30,ID_E30,ID_F30,ID_A31,ID_B31,ID_C31,ID_D31,ID_E31,ID_F31,ID_A32,ID_B32,ID_C32,ID_D32,ID_E32,ID_F32,ID_A33,ID_B33,ID_C33,ID_D33,ID_E33,ID_F33,ID_A34,ID_B34,ID_C34,ID_D34,ID_E34,ID_F34,ID_A35,ID_A36,ID_A37,ID_A38,ID_A39,ID_A40,ID_A41,ID_A42,ID_A43,ID_A44,ID_A45,ID_B45,ID_C45,ID_A46,ID_A47,ID_A49,ID_A50,ID_B50,ID_C50,ID_A51,ID_A52,ID_B52,ID_C52,ID_A53,ID_A54,ID_A55,ID_A56,ID_A57,ID_A58,ID_A59,ID_A60,ID_A61,ID_A62,ID_A63,ID_A64,ID_A65,ID_A66,ID_A67,ID_A68,ID_A69,ID_A70,ID_A71,ID_A72,ID_A73,ID_A74,ID_A75,ID_A76,ID_A77,ID_A78,ID_A79,ID_A80,ID_A81,ID_A82,ID_A83,ID_A84,ID_A85,ID_A86,ID_A87,ID_B87,ID_C87,ID_D87,ID_E87,ID_A88,ID_B88,ID_C88,ID_D88,ID_E88,ID_A89,ID_B89,ID_C89,ID_D89,ID_E89,ID_A90,ID_B90,ID_C90,ID_D90,ID_E90,ID_A91,ID_B91,ID_C91,ID_D91,ID_E91,ID_A92,ID_B92,ID_C92,ID_D92,ID_E92,ID_A93,ID_B93,ID_C93,ID_D93,ID_E93,ID_A94,ID_B94,ID_C94,ID_D94,ID_E94,ID_A95,ID_B95,ID_C95,ID_D95,ID_E95,ID_A96,ID_B96,ID_C96,ID_D96,ID_E96,ID_A97,ID_B97,ID_C97,ID_D97,ID_E97,ID_A98,ID_B98,ID_C98,ID_D98,ID_E98,ID_A99,ID_B99,ID_C99,ID_D99,ID_E99,ID_A100,ID_B100,ID_C100,ID_D100,ID_E100,ID_A101,ID_B101,ID_C101,ID_D101,ID_E101,ID_A102,ID_B102,ID_C102,ID_D102,ID_E102,ID_A103,ID_A104,ID_A105
040780215G1,CENTRE HOSPITALIER DE MANOSQUE,040780215,Structures des urgences générales,1,1,2,0,0,2,0,,0,,3,3,1,1,staff,0,,,,21,15.58,,,,,0,0.00,,,,,1,1.00,,,,,1,1.00,,,,,37,28.18,,,,,13,11.04,,,,,12,7.91,,,,,2,2.00,,,,,0,0.00,,,,,0,0.00,,,,,1,1,0,,1,10,1,0,,0,,,,0,1,0,,,,0,,,,0,,0,1,1,1,1,1,1,0,1,1,0,0,1,26,1,3,1,0,,,1,3,1,0,0,1,1,1,2,2,disponibiltée des lits des hopitaux locaux,11/06/2013,2,9,4,10,1,1,1,6,4,4,2,1,1,1,1,0,1,0,3,5,0,2,0,0,0,2,4,4,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,4,5,4,4,4,2,2,2,2,2,2,2,2,0,2,0,2,0,0,0,0,0,0,1,0,2,2,0,0,3,72,3,4
040788879G1,CENTRE HOSPITALIER DE DIGNE LES BAINS,040788879,Structures des urgences générales,0,1,1,0,1,0,0,MEDECINE INTERNE / ORTHOPEDIE / GASTRO-ENTEROLOGIE / CHIRURGIE VISCERALE,0,,3,3,1,1,ORUPACA (gestion régionale lits et places / information grandes spécialités) dispositif hôpital en tension,1,1,0,0,17,11.50,1.20,0.60,,,0,0.00,0.00,0.00,,,1,1.00,,,,,1,0.50,,,,,18,16.20,,,,,7,6.50,1.00,,,,0,0.00,,,,,2,1.80,,,,,9,7.80,1.00,,,,4,4.00,,,,,1,1,0,,0,10,0,1,0,0,,,,1,1,0,,,,0,,,,0,,1,1,2,1,1,0,1,1,1,0,,,0,,1,3,0,0,,,1,3,1,0,0,1,0,0,,,ROR (ORUPACA) + anticipation et collaboration des cadres,11/06/2013,0,4,3,3,2,0,0,0,0,0,0,0,1,1,0,6,6,6,4,4,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,3,3,2,2,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,2,2,2,1,1,0,0,0,0,0,46,1,1
050000116G1,CENTRE HOSPITALIER DES ESCARTONS,050000116,Structures des urgences générales,0,0,0,0,0,0,0,,0,,3,3,1,1,"FEDERATION URGENCES 05, ORUPACA, RENAU (Réseau Nord Alpin des Urgences)",1,1,1,1,10,8.60,0.20,0.00,1428,,0,0.00,,,,,1,1.00,,,,,1,0.50,,,,,17,16.00,,,,,7,7.00,,,,,4,3.75,,,,,3,2.80,,,,,0,0.00,,,,,0,0.00,,,,,0,0,0,,0,,0,0,,0,,,,0,1,0,,,,0,,,,0,,1,1,1,1,1,1,1,1,1,0,,,1,37,1,2,0,0,,,1,3,1,0,1,1,1,0,,,,11/06/2013,0,5,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,2,2,2,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,2,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,33,2,2
050000124G1,CENTRE HOSPITALIER D'EMBRUN,050000124,Structures des urgences générales,0,1,2,2,0,1,0,,1,0.29,1,1,0,1,Fédération médicale inter hospitalière services des urgences des Hautes Alpes,0,,,,5,4.60,0.00,0.00,589,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,1,0.25,0.00,0.00,0,0,9,6.79,0.00,0.00,0,0,5,4.60,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,,,,0,22,0,1,0,0,,,,1,1,0,,,,0,,,,0,,0,0,0,0,0,0,0,,,0,,,1,12,1,1,0,0,,,0,,1,1,0,1,1,1,0,0,La taille de l'établissement permet de faire une régulation appropriée,11/06/2013,1,1,2,1,1,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,16,0,0
050000348G1,CHI DES ALPES DU SUD -site DE GAP,050000348,Structures des urgences générales,0,1,0,0,1,0,0,,1,2.60,3,3,1,1,Fédération des urgences avec le CH embrun,1,1,0,0,19,17.50,2.00,2.34,3134,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,2,1.25,,,,116,30,24.44,,,,,11,11.41,,,,,3,2.14,,,,,5,3.79,,,,,0,0.00,,,,,1,0.86,,,,36,1,1,0,,1,10,0,0,,0,,,,1,1,0,,,,0,,,,0,,1,1,1,1,1,1,1,1,0,1,0,0,1,23,1,2,1,0,,,0,,1,1,1,1,1,1,0,0,procedure d'hebergement,11/06/2013,4,8,10,4,2,0,0,0,0,0,6,4,3,6,6,2,2,2,2,2,,,,,,5,5,5,5,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,4,4,4,3,4,2,2,2,1,2,1,1,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,84,5,13
060000544G1,CENTRE HOSPITALIER PIERRE NOUVEAU,060000544,Structures des urgences générales,0,1,1,0,1,1,1,Pédiatrie - psychiatrie,1,0.60,3,3,1,1,"Progiciel informatique de gestion des flux et des disponibilités en lits, alerte et mise en tension, outils de transfert d'images",0,,,,16,13.71,0.00,0.00,3651,1027,0,0.00,0.00,0.00,0,0,6,5.57,0.00,0.00,0,0,2,1.23,0.00,0.00,0,0,36,35.80,0.00,0.00,1213,28,26,26.06,0.00,0.00,446,0,10,9.14,0.00,0.00,391,0,5,5.33,0.00,0.00,455,0,0,0.00,0.00,0.00,0,0,4,1.37,0.00,0.00,205,0,1,1,1,,1,87,0,1,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,14,1,3,0,0,,,1,3,1,0,1,1,1,1,2,9,"conventions avec des cliniques, des SSR et des EHPAD du territoire",11/06/2013,0,0,0,0,0,2,12,12,8,11,10,10,10,10,10,6,6,0,0,0,0,0,1,0,0,4,5,4,3,4,0,1,1,0,0,2,2,2,2,2,0,0,0,0,0,1,1,0,1,1,5,6,6,5,5,4,4,4,3,4,3,3,2,1,3,2,2,2,1,2,0,0,0,0,0,0,1,0,0,0,136,5,4
060001450G1,HOPITAL SAINT ROCH DU CHU DE NICE,060001450,Structures des urgences générales,1,1,1,1,1,0,1,,1,17.00,3,3,1,1,,0,0,0,,35,18.67,0.00,0.00,432,0,2,0.00,0.00,0.00,0,0,10,10.00,0.00,0.00,0,0,4,4.68,1.80,0.00,998,416,43,42.02,0.10,0.00,3530,256,32,30.27,2.10,0.00,1177,140,8,8.62,0.00,0.00,438,0,14,14.14,0.00,0.00,1640,960,30,30.00,0.00,0.00,1232,240,7,4.60,0.00,0.00,272,234,1,1,0,,1,48,1,1,1,0,,,,1,1,0,,,,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,50,1,3,0,0,0,0,1,3,1,1,1,1,1,1,1,7,Augmentation au CHU depuis 2008 de la capacité en court séjour gériatrique : sa capacité initiale de 25 lits augmenté pour un total de 50 lits de spécialité gériatrique (+ 25 lits donc) et de 20 autres lits en 2010 à orientation gériatrique. Mise en place d'une Plateforme médico-sociale d'appui aux,11/06/2013,14,20,26,35,20,3,2,0,3,0,2,1,0,1,3,1,4,0,1,5,0,0,0,0,1,4,5,2,2,4,0,0,0,0,0,3,5,4,4,3,0,0,0,0,0,1,1,1,1,1,6,8,8,7,6,4,4,4,3,4,2,2,2,1,2,2,4,4,2,2,5,5,5,5,5,4,5,3,0,4,179,10,7
060019288P1,GCS HOPITAUX PEDIATRIQUES NICE CHU LENVAL,060019288,Structures des urgences pédiatriques,0,1,1,1,0,0,1,DIGESTIF,0,,,,0,1,TERMINAL URGENCES / OUTIL INFORMATIQUE COMMUN / CENTRE REFERENCE POSU PEDIATRIQUE,1,1,1,0,11,8.40,,,,,0,0.00,,,,,6,6.00,,,,,1,1.00,,,,,36,29.97,,,,,29,24.42,,,,,6,4.46,,,,,3,2.30,,,,,0,0.00,,,,,8,7.50,,,,,1,1,0,,1,80,1,0,,,,,,,,,1,1,1,0,,,,0,,1,1,0,1,0,0,1,1,1,1,1,1,,,1,3,0,0,,,0,,1,1,1,1,1,1,0,0,,11/06/2013,3,25,16,21,4,0,2,2,0,0,7,2,4,5,5,0,1,1,0,2,0,0,0,0,0,1,3,3,1,1,0,0,0,1,0,3,4,5,3,3,0,0,0,0,0,1,1,0,1,1,5,7,7,4,5,4,5,5,4,4,3,1,2,0,0,0,2,2,0,0,0,0,0,0,0,2,2,2,1,2,170,0,
060780491G1,INSTITUT ARNAULT TZANCK,060780491,Structures des urgences générales,1,1,1,0,0,0,0,gastro organisé,0,,1,1,0,0,,0,,,,4,5.96,,,,,0,0.00,,,,,0,0.00,,,,,1,0.4,,,,,7,8.13,,0.16,249,,3,2.53,,0.05,277,,2,1.50,,,,,3,25.32,,,509,,0,0.00,,,,,0,0.00,,,,,0,,,,,,1,0,1,0,,,,0,1,0,,,,0,,,,0,,1,1,1,1,1,0,1,1,1,1,0,1,0,,1,3,1,1,1,1,1,3,1,1,,1,1,0,,,,11/06/2013,4,4,1,1,2,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,,,,,,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,2,1,0,2,61,,
060780517G1,POLYCLINIQUE SAINT JEAN,060780517,Structures des urgences générales,1,0,,,,,,,,,,,,,,,,,,8,6.6,,,,,0,0.00,,,,,0,0.00,,,,,1,1.00,,,,,8,8.00,,,,,2,2.00,,,,,3,3.00,,,,,4,4.00,,,,,0,0.00,,,,,0,0.00,,,,,1,1,0,,0,99,0,1,0,0,,,,0,0,0,,,,0,,,,0,,,,,,,,1,1,1,1,1,1,0,,1,3,1,1,1,1,1,3,1,,,,,,,,,11/06/2013,2,13,19,9,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,3,3,2,2,0,0,0,1,0,1,1,2,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,93,,
060780715G1,CLINIQUE SAINT GEORGE,060780715,Structures des urgences générales,1,1,2,2,2,2,0,CANCEROLOGIE,0,,1,1,0,1,"INFORMATISATION DOSSIER DES URGENCES, COLLECTE DE DONNEES POUR SUIVI HOPITAL EN TENSION",0,,,,10,7.50,,,,,0,0.00,,,,,0,0.00,,,,,1,1.00,,,,,10,10.00,,,,,6,6.00,,,,,2,2.00,,,,,4,4.00,,,,,1,1.00,,,,,0,0.00,,,,,1,1,0,,0,50,1,1,0,0,,,,0,1,0,,,,0,,,,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,,1,3,1,1,1,0,1,3,1,1,1,1,1,1,1,2,,11/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,2,1,1,2,2,2,2,1,1,1,1,1,0,1,2,2,1,1,1,1,1,1,1,0,0,0,0,0,75,,
060780723G1,CLINIQUE DU PARC IMPERIAL,060780723,Structures des urgences générales,0,1,1,0,0,2,0,"Chirurgie Viscérale, urologique et orthopédique",0,,1,1,0,1,"Contrats relais, ROR en cours",1,0,1,0,4,4.00,,0.00,,,0,0.00,,0.00,,,0,0.00,,,,,1,1.00,,,,,4,3.50,0.50,1.19,355,,1,1.00,,,299,,1,1.00,,,,,2,2.00,,,550,,2,2.00,,,,,2,2.00,,,637,,0,0,0,,0,,1,1,0,0,,,,0,0,0,,,,0,,,,0,0,2,2,1,1,1,0,1,1,1,0,0,0,0,,1,3,1,1,1,0,0,,0,0,0,0,1,0,,,Admission direct en services patients non programmés,11/06/2013,3,10,6,6,1,0,1,3,1,0,0,4,5,4,3,0,1,3,1,0,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,44,,
060780897G1,CENTRE HOSPITALIER DE GRASSE,060780897,Structures des urgences générales,1,0,1,0,1,2,0,"pneumologie,médecine interne",0,,3,3,1,0,,0,,,,18,11.26,1.00,0.00,0,753,3,1.08,0.00,0.00,0,202,5,3.43,0.00,0.00,0,0,6,5.25,0.00,0.00,0,0,28,26.97,0.00,0.00,1422,84,12,5.23,0.00,0.00,176,0,5,3.54,0.00,0.00,0,0,6,5.50,0.00,0.00,0,0,6,5.15,0.00,0.00,0,0,1,0.50,0.00,0.00,0,0,1,1,0,,0,43,1,1,0,0,,,,1,1,0,,,,0,,,,0,,0,0,0,0,0,0,1,1,1,1,0,1,1,12,1,3,1,0,,,1,3,1,1,0,1,1,1,6,12,Mise en place d'un gestionnaire de lits ( Bed manager),11/06/2013,2,5,5,4,1,0,1,1,5,0,0,0,0,3,1,5,1,0,2,0,1,0,0,0,1,3,3,3,3,3,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,2,2,1,1,3,5,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,126,2,6
060780954G1,CH D'ANTIBES JUAN LES PINS,060780954,Structures des urgences générales,0,1,0,0,2,0,0,quelques patients pour la réanimation,1,0.50,2,2,1,1,"Protocoles de prise en charge cardiologie, AVC - Fiche d'intervention et protocole SMUR - Travail en lien avec l'ORU PACA",0,,,,16,13.10,0.80,0.00,1018,50,4,1.83,0.00,0.00,5545,0,3,3.30,0.00,0.00,,,3,2.50,0.00,,0,0,31,29.65,4.00,0.00,6000,0,20,19.83,1.00,0.00,250,0,5,5.00,0.00,,0,0,2,2.00,0.00,0.00,0,0,3,2.75,,,,,1,1.00,,,,,1,1,0,,1,80,0,1,0,0,,,,1,1,1,,,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,20,1,3,0,0,0,0,1,3,1,0,1,1,0,0,,,,11/06/2013,2,8,10,6,2,2,4,8,9,0,7,4,4,6,6,5,5,3,5,6,0,1,0,0,0,1,3,3,1,1,0,1,1,0,0,1,2,2,1,1,1,0,0,1,1,0,1,1,1,0,3,5,5,4,3,3,3,3,2,3,1,1,0,1,1,1,2,0,0,1,0,1,1,0,0,0,1,0,0,0,95,4,3
060791761G1,CENTRE HOSPITALIER LA PALMOSA,060791761,Structures des urgences générales,0,1,0,0,0,0,0,médecine et chirurgie,1,1.09,2,3,0,1,reseau ugences PACA,1,1,1,0,9,6.50,,,,,0,0.00,,,,,2,2.00,,,,,1,1.00,,,,,15,13.80,,,2376,,7,6.20,,,165,,1,0.20,,,92,,1,1.00,,,,,3,2.50,,,186,,1,1.00,,,,,0,,,,,,0,0,,0,,,,1,1,0,,,,0,,,,0,,1,1,1,1,1,1,1,1,1,0,0,0,1,30,1,3,0,0,,,1,1,1,1,1,1,1,1,1,0,lits supplementaires,11/06/2013,1,4,6,7,2,1,6,1,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,2,3,3,2,2,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,2,1,0,0,1,1,1,0,0,53,0,0
070000609G1,CH D' ARDECHE MERIDIONALE,070000609,Structures des urgences générales,1,1,1,0,2,2,0,Pédiatrie,1,0.60,3,3,1,1,formation sur site - outils d'élaboration de référentiels,0,,,,6,5.70,,,,,5,4.80,,,,,3,3.00,,,,,1,0.50,,,,,18,17.40,,,,,7,7.00,,,,,2,1.50,,,,,3,2.60,,,,,1,0.50,,,,,6,6.00,,,,,1,1,0,,0,30,1,0,,0,,,,1,1,0,,,,0,,,,0,,0,0,0,0,0,0,1,1,0,1,1,0,1,32,0,,0,0,,,0,,1,0,0,0,0,0,,,Procédure Hôpital en tension - configuration de la constitution du pôle Urgences médecine,11/06/2013,9,7,14,13,2,5,4,8,5,0,3,3,5,4,0,5,4,6,2,3,0,0,0,0,0,3,3,3,2,2,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,4,4,4,2,4,2,2,2,1,2,1,1,0,0,1,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,68,5,4
070002878G1,CTRE HOSPITALIER DES VALS D'ARDECHE,070002878,Structures des urgences générales,1,1,1,1,0,1,1,,1,0.30,3,3,1,1,FILIERE AVC / CORONAROGRAPHIE / POLYTRAUMATISES,0,,,,11,9.00,,,,,0,0.00,,,,,0,0.00,,,,,1,1.00,,,,,23,20.50,,,,,12,11.00,,,,,1,0.00,,,,,1,1.00,,,,,0,0.00,,,,,0,0.00,,,,,0,,,,,5,0,0,,0,,,,1,1,0,,,,0,,,,0,,0,0,1,1,1,1,1,1,1,0,,,1,15,1,3,0,0,,,0,,1,1,0,1,1,1,0,0,,11/06/2013,0,1,1,1,1,0,1,3,1,0,1,1,0,0,1,4,4,2,2,3,1,,,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,2,2,2,1,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,23,1,2
070780358G1,CENTRE HOSPITALIER D'ARDECHE NORD,070780358,Structures des urgences générales,0,1,1,0,1,1,1,,0,,3,3,1,1,,,,,,9,9.00,0.00,0.00,2748,0,0,0.00,0.00,0.00,0,0,4,4.00,0.00,0.00,0,0,1,1.00,0.00,0.00,0,0,24,18.80,0.00,0.00,1663,43,16,14.50,0.00,0.00,1559,100,3,2.10,0.00,0.00,11,0,4,3.00,0.00,0.00,224,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,1,1,0,,0,41,0,0,,0,,,,1,1,0,,,,0,,,,,,0,0,1,1,0,1,1,1,1,1,1,1,1,23,0,,0,0,,,0,,0,1,0,1,1,0,,,cellule institutionnelle de fluidification,11/06/2013,0,10,5,1,1,1,1,4,0,8,4,3,0,1,3,1,2,1,5,9,0,0,0,0,0,3,3,2,2,3,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,1,1,0,0,1,3,4,4,3,3,3,3,3,2,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,75,1,3
070780424G1,CLINIQUE PASTEUR,070780424,Structures des urgences générales,0,1,0,0,2,0,2,,0,,,,,1,RESUVAL / RESEAU URGENCES VALL2E DU RHONE,0,,,,5,3.10,,,,,0,0.00,,,,,0,0.00,,,,,1,1.00,,,,,8,8.00,,,,,7,6.30,,,,,1,0.50,,,,,0,0.00,,,,,0,0.00,,,,,0,0.00,,,,,1,1,0,,0,80,0,0,,0,,,,0,1,0,,,,0,,,,0,,1,1,1,1,1,2,1,1,1,1,1,1,0,,1,24,0,0,,,1,24,0,1,0,1,1,0,,,,11/06/2013,2,5,4,5,1,1,0,0,0,0,0,0,0,0,0,0,3,2,2,0,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,,
080000037G1,CENTRE HOSPITALIER DE SEDAN,080000037,Structures des urgences générales,0,1,0,0,1,2,0,,0,,2,3,1,1,adhérent au réseau OSCOUR (envoi quotidien de données à l'InVs)- au réseau des urgences de champagne-ardenne -RESURCA-(améliorer l'organisation et la qualité des soins délivrés dans le contexte de l'urgence)-coopération transfrontalière avec la Belgique en matière d'aide médicale urgente (ICAPROS),0,,,,7,7.00,0.00,0.00,7011,0,1,1.00,0.00,0.00,0,0,2,2.00,0.00,0.00,0,0,1,0.80,0.00,0.00,0,0,18,18.00,0.00,0.00,0,0,8,7.30,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,3,3.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,1,0.57,0.00,0.00,0,0,1,1,0,,1,10,1,1,0,0,,,,1,1,0,,,,0,,,,0,,1,1,1,1,1,1,1,1,1,0,,,1,20,1,1,1,0,,,1,1,0,0,0,0,0,0,,,,11/06/2013,6,15,12,11,1,0,1,0,1,0,0,0,1,0,5,3,2,3,0,10,0,0,0,0,0,2,3,3,2,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,3,3,3,3,3,2,2,2,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,60,5,8
080000219G1,GROUPE HOSPITALIER SUD ARDENNES,080000219,Structures des urgences générales,0,0,,,,,,,0,,3,3,1,1,,0,,,,7,7.00,,,,,0,0.00,,,,,0,0.00,,,,,1,0.25,,,,,12,12.00,,,,,6,6.00,,,,,0,0.00,,,,,1,1.00,,,,,0,0.00,,,,,1,1.00,,,,,0,,,,,,1,0,,0,,,,0,0,0,,,,0,,,,0,,1,1,1,1,0,0,1,1,1,0,,,0,,1,3,0,0,,,0,,1,1,1,1,1,,0,0,Procédure en cours dans le cadre du réseau urgences régionnales,11/06/2013,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,3,0,2,2,1,1,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,1
080000276G1,GROUPE HOSPITALIER SUD ARDENNES,080000276,Structures des urgences générales,0,0,,,,,,,0,,3,3,1,1,,0,,,,3,3.00,,,,,0,0.00,,,,,0,0.00,,,,,0,0.00,,,,,6,6.00,,,,,0,0.00,,,,,1,1.00,,,,,1,1.00,,,,,0,0.00,,,,,0,0.00,,,,,0,0,0,,0,,0,0,,0,,,,0,0,0,,,,0,,,,0,,1,1,1,1,0,0,0,,,0,,,0,,1,3,0,0,,,0,,1,1,1,1,,1,0,0,procédure en cours dans le cadre du réseau urgences régionales,11/06/2013,0,1,2,0,0,0,0,0,0,0,0,2,2,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,23,2,2
080000615G1,CH DE CHARLEVILLE MEZIERES,080000615,Structures des urgences générales,1,1,2,0,1,0,0,,0,,3,1,1,1,"Mise en place de protocole, suivi des activités des services de la région...",1,1,1,1,21,10.70,0.50,,1203,1728,0,0.00,,,,,5,3.68,,,,,2,1.22,,,,,47,42.19,,,,,24,20.54,,,,,5,4.80,,,,,1,0.26,,,,,0,0.00,,,,,4,2.97,,,,,1,1,0,Médecin de tri,0,75,0,1,0,0,,,,1,0,1,1,1,1,1,1,,,0,,1,1,1,1,1,1,1,1,1,1,0,1,1,24,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,,,11/06/2013,0,0,0,0,0,0,3,3,0,0,4,3,3,0,4,0,5,5,5,1,1,1,1,2,1,4,7,7,5,4,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2,0,2,9,9,9,5,9,4,4,4,2,4,2,2,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,161,5,11
090780107G1,CENTRE HOSPITALIER DU PAYS D'OLMES,090780107,Structures des urgences générales,0,1,0,0,0,0,0,Médecine polyvalente,1,0.20,3,2,0,1,Equipe commune de médecins entre le CHIVA et le CHPO,0,,,,23,3.27,0.68,0.10,1055,5,1,0.60,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,1,0.50,0.00,0.00,0,0,6,6.00,0.00,0.00,0,0,2,2.00,0.00,0.00,0,0,1,1.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,,,,,,0,0,,0,,,,0,1,0,,,,0,,,,0,,0,0,0,0,0,0,0,,,0,,,0,,1,1,0,0,,,0,,0,0,0,0,0,0,,,,11/06/2013,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
